tcp.stream,time.delta.prevPkt,kalive.Violated,Direction,mqtt.len,mqtt.msgtype,mqtt.hdr_reserved,mqtt.qos,mqtt.dupflag,msgid_value,msgid_is_present,mqtt.topic_len,topic_depth,mqtt.topic.null,mqtt.topic.wildcard,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.willtopic_len,mqtt.willtopic.null,mqtt.willtopic.wildcard,mqtt.willtopic.empty,mqtt.willmsg_len,mqtt.msg.empty,mqtt.conflag.willflag,protoname_is_valid,mqtt.kalive,mqtt.conflag.reserved,mqtt.connack.reason_code,mqtt.disconnect.reason_code,mqtt.subscription_options_numeric,mqtt.subscription_options_reserved_numeric,mqtt.suback.reason_code_numeric,mqtt.unsuback.reason_code_numeric,suback_out_of_order,unsuback_out_of_order,subscribe_msgid_mismatch,unsubscribe_msgid_mismatch,subscribe_ack_missing,unsubscribe_ack_missing,pending_subscribe_count,pending_unsubscribe_count,msgid_order_deviation,pingreq_missing,time_since_last_client_control,ping.missed,seq_position,seq_length,is_first_packet,is_same_frame,Target,Tag,Des
0,0.00319,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00319,0,10,22,0,0,0,-1,
0,7.732688,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.735878,0,11,22,0,0,0,-1,
0,0.004627,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004627,0,12,22,0,0,0,-1,
0,0.000874,0,1,75,3,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005501,0,13,22,0,0,0,-1,
0,1.527844,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533345,0,14,22,0,0,0,-1,
0,0.005263,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.005263,0,15,22,0,0,0,-1,
0,1.723202,0,0,105,3,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.728465,0,16,22,0,0,0,-1,
0,0.576581,0,0,99,3,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576581,0,17,22,0,0,0,-1,
0,0.752373,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752373,0,18,22,0,0,0,-1,
0,0.00792,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00792,0,19,22,0,0,0,-1,
0,0,0,1,75,3,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0,20,22,0,1,0,-1,
0,1.78028,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7882,0,21,22,0,0,0,-1,
1,0,0,0,163,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,-1,
1,0.013118,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013118,0,1,3,0,0,0,-1,
1,0.40719,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420308,0,2,3,0,0,0,-1,
2,0,0,0,158,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,-1,
2,0.005922,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005922,0,1,15,0,0,0,-1,
2,0.028704,0,0,123,3,0,2,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034626,0,2,15,0,0,0,-1,
2,0.012375,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012375,0,3,15,0,0,0,-1,
2,0.009665,0,0,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02204,0,4,15,0,0,0,-1,
2,0.002555,0,1,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002555,0,5,15,0,0,0,-1,
2,0.485874,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488429,0,6,15,0,0,0,-1,
2,0.003234,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.003234,0,7,15,0,0,0,-1,
2,1.362513,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.365747,0,8,15,0,0,0,-1,
2,0.004105,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.004105,0,9,15,0,0,0,-1,
2,1.542059,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546164,0,10,15,0,0,0,-1,
2,0.003565,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.003565,0,11,15,0,0,0,-1,
2,1.536831,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540396,0,12,15,0,0,0,-1,
2,0.003739,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.003739,0,13,15,0,0,0,-1,
2,1.564695,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568434,0,14,15,0,0,0,-1,
3,0,0,0,155,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,37,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,-1,
3,0.016333,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016333,0,1,18,0,0,0,-1,
3,0.011154,0,0,36,10,2,0,0,65526,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027487,0,2,18,0,0,0,-1,
3,0.007759,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.007759,0,3,18,0,0,0,-1,
3,1.816277,0,0,97,3,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.824036,0,4,18,0,0,0,-1,
3,0.793356,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793356,0,5,18,0,0,0,-1,
3,0.00264,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00264,0,6,18,0,0,0,-1,
3,1.541503,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544143,0,7,18,0,0,0,-1,
3,0.003132,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.003132,0,8,18,0,0,0,-1,
3,1.083692,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086824,0,9,18,0,0,0,-1,
3,0.004074,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004074,0,10,18,0,0,0,-1,
3,1.613223,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.617297,0,11,18,0,0,0,-1,
3,0.004156,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004156,0,12,18,0,0,0,-1,
3,7.369237,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.373393,0,13,18,0,0,0,-1,
3,0.002847,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.002847,0,14,18,0,0,0,-1,
3,1.004571,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007418,0,15,18,0,0,0,-1,
3,0.005284,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.005284,0,16,18,0,0,0,-1,
3,1.399883,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405167,0,17,18,0,0,0,-1,
4,0,0,0,129,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,-1,
4,0.011416,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011416,0,1,35,0,0,0,-1,
4,0.019228,0,0,123,3,0,2,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030644,0,2,35,0,0,0,-1,
4,0.012583,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012583,0,3,35,0,0,0,-1,
4,0.007092,0,0,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019675,0,4,35,0,0,0,-1,
4,0.003013,0,1,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003013,0,5,35,0,0,0,-1,
4,0.366976,0,0,40,8,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369989,0,6,35,0,0,0,-1,
4,0.018506,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.018506,0,7,35,0,0,0,-1,
4,1.477252,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495758,0,8,35,0,0,0,-1,
4,0.00334,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.00334,0,9,35,0,0,0,-1,
4,1.366767,0,0,123,3,0,2,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370107,0,10,35,0,0,0,-1,
4,0.003145,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003145,0,11,35,0,0,0,-1,
4,0.005088,0,0,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008233,0,12,35,0,0,0,-1,
4,0.002678,0,1,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002678,0,13,35,0,0,0,-1,
4,0.943934,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946612,0,14,35,0,0,0,-1,
4,0.00403,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.00403,0,15,35,0,0,0,-1,
4,1.191888,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195918,0,16,35,0,0,0,-1,
4,0.003551,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.003551,0,17,35,0,0,0,-1,
4,5.938391,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.941942,0,18,35,0,0,0,-1,
4,0.008077,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008077,0,19,35,0,0,0,-1,
4,1.859656,0,0,123,3,0,2,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867733,0,20,35,0,0,0,-1,
4,0.002673,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002673,0,21,35,0,0,0,-1,
4,0.005735,0,0,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008408,0,22,35,0,0,0,-1,
4,0.002233,0,1,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002233,0,23,35,0,0,0,-1,
4,0.722514,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724747,0,24,35,0,0,0,-1,
4,0.002824,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.002824,0,25,35,0,0,0,-1,
4,0.794584,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797408,0,26,35,0,0,0,-1,
4,0.002673,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.002673,0,27,35,0,0,0,-1,
4,5.898989,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.901662,0,28,35,0,0,0,-1,
4,0.002754,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002754,0,29,35,0,0,0,-1,
4,1.770583,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773337,0,30,35,0,0,0,-1,
4,0.002537,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.002537,0,31,35,0,0,0,-1,
4,1.820229,0,0,37,10,2,0,0,65526,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822766,0,32,35,0,0,0,-1,
4,0.002479,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.002479,0,33,35,0,0,0,-1,
4,1.095171,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09765,0,34,35,0,0,0,-1,
5,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,-1,
5,0.013661,0,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013661,0,1,35,0,0,0,-1,
5,0.010393,0,0,43,10,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024054,0,2,35,0,0,0,-1,
5,0.006775,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.006775,0,3,35,0,0,0,-1,
5,1.825146,0,0,78,3,0,1,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.831921,0,4,35,0,0,0,-1,
5,0.003131,0,1,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003131,0,5,35,0,0,0,-1,
5,6.635164,0,0,78,3,0,1,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.638295,0,6,35,0,0,0,-1,
5,0.003293,0,1,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003293,0,7,35,0,0,0,-1,
5,0.795401,0,0,46,8,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798694,0,8,35,0,0,0,-1,
5,0.003424,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.003424,0,9,35,0,0,0,-1,
5,1.652987,0,0,43,10,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.656411,0,10,35,0,0,0,-1,
5,0.00348,0,1,4,11,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0.00348,0,11,35,0,0,0,-1,
5,1.108494,0,0,46,8,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111974,0,12,35,0,0,0,-1,
5,0.003483,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003483,0,13,35,0,0,0,-1,
5,7.50515,0,0,78,3,0,1,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.508633,0,14,35,0,0,0,-1,
5,0.003752,0,1,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003752,0,15,35,0,0,0,-1,
5,0.761595,0,0,46,8,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765347,0,16,35,0,0,0,-1,
5,0.003278,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.003278,0,17,35,0,0,0,-1,
5,0,0,1,104,3,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003278,0,18,35,0,1,0,-1,
5,1.587965,0,0,46,8,2,0,0,65526,1,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591243,0,19,35,0,0,0,-1,
5,0.00347,0,1,4,9,0,0,0,65526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00347,0,20,35,0,0,0,-1,
5,1.19539,0,0,78,3,0,1,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19886,0,21,35,0,0,0,-1,
5,0.003796,0,1,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003796,0,22,35,0,0,0,-1,
5,0.721545,0,0,78,3,0,1,0,1,1,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725341,0,23,35,0,0,0,-1,
